"X","State.Code","County.Code","Site.Num","Address","State","County","City","Date.Local","NO2.Units","NO2.Mean","NO2.1st.Max.Value","NO2.1st.Max.Hour","NO2.AQI","O3.Units","O3.Mean","O3.1st.Max.Value","O3.1st.Max.Hour","O3.AQI","SO2.Units","SO2.Mean","SO2.1st.Max.Value","SO2.1st.Max.Hour","SO2.AQI","CO.Units","CO.Mean","CO.1st.Max.Value","CO.1st.Max.Hour","CO.AQI"
"3765","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-25","Parts per billion","19.021739","37.3","20","35","Parts per million","0.01875","0.045","10","42","Parts per billion","0.129167","0.4","10","0","Parts per million","0.425","0.7","23","8"
"3769","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-26","Parts per billion","14.473913","26.6","0","25","Parts per million","0.029083","0.054","11","50","Parts per billion","0.182609","0.5","12","0","Parts per million","0.4625","0.8","2","9"
"3773","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-27","Parts per billion","7.973913","24.9","23","23","Parts per million","0.021542","0.039","10","36","Parts per billion","0.054167","0.3","13","0","Parts per million","0.2375","0.3","0","3"
"3777","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-28","Parts per billion","11.669565","24.7","22","23","Parts per million","0.01475","0.031","11","29","Parts per billion","0.05","0.2","14","0","Parts per million","0.320833","0.4","2","5"
"3781","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-29","Parts per billion","17.913043","37.1","21","35","Parts per million","0.020474","0.039","10","36","Parts per billion","0.121739","0.3","15","0","Parts per million","0.458333","0.6","7","7"
"3785","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-01","Parts per billion","6.122727","14.2","17","13","Parts per million","0.023167","0.03","4","28","Parts per billion","1.245455","1.4","18","1","Parts per million","0.429412","0.7","22","8"
"3789","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-02","Parts per billion","10.104545","23.9","17","22","Parts per million","0.017765","0.022","9","20","Parts per billion","1.272727","1.4","9","1","Parts per million","0.591667","0.9","23","10"
"3793","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-03","Parts per billion","5.229412","13.7","16","12","Parts per million","0.023947","0.034","8","31","Parts per billion","1.111765","1.2","8","1","Parts per million","0.441667","0.6","21","7"
"3797","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-04","Parts per billion","2.05","7.8","1","7","Parts per million","0.029091","0.031","10","29","Parts per billion","1.03","1.1","0","1","Parts per million","0.4125","0.7","0","8"
"3801","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-05","Parts per billion","1.036364","2.2","11","2","Parts per million","0.029042","0.032","20","30","Parts per billion","0.931818","1.1","8","1","Parts per million","0.3","0.3","0","3"
"3805","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-06","Parts per billion","0.568182","1.3","19","1","Parts per million","0.028864","0.03","0","28","Parts per billion","0.977273","1.1","6","1","Parts per million","0.3","0.3","0","3"
"3809","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-07","Parts per billion","4.865","13.6","23","12","Parts per million","0.017583","0.028","8","26","Parts per billion","1.035","1.1","6","1","Parts per million","0.409091","0.6","22","7"
"3813","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-08","Parts per billion","5.318182","18.4","9","17","Parts per million","0.018182","0.032","23","30","Parts per billion","1.040909","1.2","7","1","Parts per million","0.554167","0.7","0","8"
"3817","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-09","Parts per billion","5.790909","12.9","22","11","Parts per million","0.018158","0.031","0","29","Parts per billion","1.009091","1.1","20","1","Parts per million","0.472727","0.8","22","9"
"3821","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-10","Parts per billion","4.205882","12.4","9","11","Parts per million","0.022263","0.032","23","30","Parts per billion","1.058824","1.2","9","1","Parts per million","0.50625","0.9","0","10"
"3825","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-11","Parts per billion","0.715789","2.9","16","2","Parts per million","0.027333","0.032","0","30","Parts per billion","0.957895","1.1","2","1","Parts per million","0.345455","0.5","0","6"
"3829","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-12","Parts per billion","0.068182","0.3","0","0","Parts per million","0.029455","0.032","20","30","Parts per billion","0.872727","0.9","0","0","Parts per million","0.370833","0.4","0","5"
"3833","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-13","Parts per billion","2.035294","7.4","17","7","Parts per million","0.027313","0.031","0","29","Parts per billion","0.89","1","11","1","Parts per million","0.38","0.4","0","5"
"3837","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-14","Parts per billion","0.778261","2.7","23","2","Parts per million","0.028696","0.031","4","29","Parts per billion","0.921739","1","0","1","Parts per million","0.2","0.2","0","2"
"3841","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-15","Parts per billion","1.471429","6.2","16","6","Parts per million","0.027042","0.031","18","29","Parts per billion","0.966667","1.1","20","1","Parts per million","0.234783","0.3","0","3"
"3845","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-16","Parts per billion","0.63913","5.2","18","5","Parts per million","0.027722","0.029","8","27","Parts per billion","0.891304","1","0","1","Parts per million","0.2","0.2","0","2"
"3849","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-17","Parts per billion","2.00625","7.5","23","7","Parts per million","0.024211","0.031","11","29","Parts per billion","0.83125","0.9","10","0","Parts per million","0.269231","0.4","23","5"
"3853","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-18","Parts per billion","2.704348","10.1","5","9","Parts per million","0.024478","0.029","10","27","Parts per billion","0.908696","1","7","1","Parts per million","0.279167","0.4","0","5"
"3857","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-19","Parts per billion","1.661905","4.5","17","4","Parts per million","0.026958","0.032","6","30","Parts per billion","0.895238","1","23","1","Parts per million","0.204348","0.3","23","3"
"3861","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-20","Parts per billion","3.373913","14.4","10","13","Parts per million","0.02525","0.032","13","30","Parts per billion","0.943478","1","0","1","Parts per million","0.283333","0.4","12","5"
"3865","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-21","Parts per billion","0.317391","1.9","6","1","Parts per million","0.028875","0.03","7","28","Parts per billion","0.965217","1","0","1","Parts per million","0.2","0.2","0","2"
"3869","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-22","Parts per billion","2.33913","15.1","9","14","Parts per million","0.026917","0.033","23","31","Parts per billion","0.908696","1","5","1","Parts per million","0.2375","0.3","9","3"
"3873","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-23","Parts per billion","1.381818","3","23","3","Parts per million","0.033056","0.035","9","32","Parts per billion","0.95","1","2","1","Parts per million","0.204167","0.3","23","3"
"3877","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-24","Parts per billion","0.588889","1.5","7","1","Parts per million","0.02425","0.026","9","24","Parts per billion","0.977778","1","4","1","Parts per million","0.207143","0.3","0","3"
"3881","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-25","Parts per billion","10.591304","18","17","17","Parts per million","0.00775","0.015","0","14","Parts per billion","1","1.1","7","1","Parts per million","0.416667","0.6","22","7"
"3885","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-26","Parts per billion","4.431818","13.8","0","12","Parts per million","0.013417","0.023","15","21","Parts per billion","0.909091","1","6","1","Parts per million","0.429167","0.7","0","8"
"3889","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-27","Parts per billion","3.095652","8.3","7","8","Parts per million","0.010958","0.017","11","16","Parts per billion","0.594444","1","9","1","Parts per million","0.329167","0.4","8","5"
"3893","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-28","Parts per billion","3.465217","12.3","18","11","Parts per million","0.025708","0.032","9","30","Parts per billion","0.231818","0.3","6","0","Parts per million","0.295833","0.4","18","5"
"3897","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-29","Parts per billion","2.263636","9.2","17","8","Parts per million","0.02625","0.034","4","31","Parts per billion","0.154545","0.3","22","0","Parts per million","0.254167","0.4","0","5"
"3901","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-30","Parts per billion","2.852174","7.7","20","7","Parts per million","0.024737","0.035","10","32","Parts per billion","0.2","0.3","18","0","Parts per million","0.25","0.5","23","6"
"3905","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-01-31","Parts per billion","2.538889","7.6","7","7","Parts per million","0.026857","0.036","12","33","Parts per billion","0.241176","0.3","4","0","Parts per million","0.26875","0.6","1","7"
"3909","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-01","Parts per billion","4.878947","13.9","18","12","Parts per million","0.020059","0.028","9","26","Parts per billion","0.263158","0.4","8","0","Parts per million","0.352941","0.4","3","5"
"3913","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-02","Parts per billion","2.865217","9.7","18","8","Parts per million","0.02225","0.032","9","30","Parts per billion","0.695","1.2","14","1","Parts per million","0.275","0.4","20","5"
"3917","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-03","Parts per billion","3.694444","21.6","17","20","Parts per million","0.019429","0.029","4","27","Parts per billion","1.127778","1.2","0","1","Parts per million","0.3375","0.6","22","7"
"3921","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-04","Parts per billion","6.283333","15.7","18","14","Parts per million","0.007882","0.022","11","20","Parts per billion","1.089474","1.2","7","1","Parts per million","0.475","0.6","23","7"
"3925","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-05","Parts per billion","5.659091","11.2","10","10","Parts per million","0.01075","0.019","11","18","Parts per billion","1.122727","1.3","8","1","Parts per million","0.4375","0.6","0","7"
"3929","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-06","Parts per billion","6.040909","17.8","19","16","Parts per million","0.011412","0.019","11","18","Parts per billion","1.077273","1.2","9","1","Parts per million","0.445833","0.5","0","6"
"3933","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-07","Parts per billion","3.729412","6","20","6","Parts per million","0.00825","0.015","10","14","Parts per billion","1.052941","1.1","7","1","Parts per million","0.353846","0.4","11","5"
"3937","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-08","Parts per billion","7.613636","18.4","17","17","Parts per million","0.011333","0.021","10","19","Parts per billion","1.090909","1.2","4","1","Parts per million","0.4","0.5","0","6"
"3941","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-09","Parts per billion","6.690909","17.3","8","16","Parts per million","0.017333","0.03","11","28","Parts per billion","1.077273","1.3","8","1","Parts per million","0.395833","0.5","0","6"
"3945","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-10","Parts per billion","6.913636","15.9","20","14","Parts per million","0.014375","0.028","11","26","Parts per billion","1.077273","1.1","1","1","Parts per million","0.404167","0.5","23","6"
"3949","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-11","Parts per billion","3.855","7.1","19","7","Parts per million","0.010722","0.022","13","20","Parts per billion","1.042857","1.2","12","1","Parts per million","0.341667","0.4","0","5"
"3953","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-12","Parts per billion","3.630435","8","7","8","Parts per million","0.017833","0.027","12","25","Parts per billion","1.004348","1.2","8","1","Parts per million","0.3625","0.4","0","5"
"3957","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-13","Parts per billion","2.309091","5.5","18","5","Parts per million","0.02","0.023","9","21","Parts per billion","0.977273","1.1","13","1","Parts per million","0.308333","0.4","22","5"
"3961","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-14","Parts per billion","2.194444","6.5","8","6","Parts per million","0.02135","0.028","11","26","Parts per billion","1.011111","1.1","4","1","Parts per million","0.307143","0.4","0","5"
"3965","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-15","Parts per billion","2.669565","6.8","10","6","Parts per million","0.010417","0.016","17","15","Parts per billion","1.004348","1.1","0","1","Parts per million","0.320833","0.4","13","5"
"3969","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-16","Parts per billion","3.472727","7.2","20","7","Parts per million","0.004292","0.009","0","8","Parts per billion","1.031818","1.1","1","1","Parts per million","0.35","0.4","12","5"
"3973","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-17","Parts per billion","1.255556","3.6","0","3","Parts per million","0.034333","0.038","10","35","Parts per billion","1.055556","1.1","0","1","Parts per million","0.346667","0.5","0","6"
"3977","6","23","1004","717 SOUTH AVENUE","California","Humboldt","Eureka","2016-02-18","Parts per billion","0.704348","1.9","12","1","Parts per million","0.032083","0.036","0","33","Parts per billion","1.043478","1.1","0","1","Parts per million","0.2875","0.3","0","3"
