"X","State.Code","County.Code","Site.Num","Address","State","County","City","Date.Local","NO2.Units","NO2.Mean","NO2.1st.Max.Value","NO2.1st.Max.Hour","NO2.AQI","O3.Units","O3.Mean","O3.1st.Max.Value","O3.1st.Max.Hour","O3.AQI","SO2.Units","SO2.Mean","SO2.1st.Max.Value","SO2.1st.Max.Hour","SO2.AQI","CO.Units","CO.Mean","CO.1st.Max.Value","CO.1st.Max.Hour","CO.AQI"
"3337","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-08","Parts per billion","8.134783","22.3","6","21","Parts per million","0.027208","0.034","13","31","Parts per billion","0.740909","2.1","9","3","Parts per million","0.408333","0.5","7","6"
"3341","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-09","Parts per billion","16.304348","30.9","19","28","Parts per million","0.012667","0.019","0","18","Parts per billion","0.65","1.2","19","1","Parts per million","0.579167","0.8","20","9"
"3345","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-10","Parts per billion","9.756522","14.6","15","13","Parts per million","0.022833","0.027","3","25","Parts per billion","0.554545","1.3","8","1","Parts per million","0.5375","0.7","0","8"
"3349","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-11","Parts per billion","5.791304","15.9","0","14","Parts per million","0.035667","0.042","12","39","Parts per billion","0.604545","1.2","12","1","Parts per million","0.445833","0.6","0","7"
"3353","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-12","Parts per billion","6.904348","14.2","18","13","Parts per million","0.034125","0.04","22","37","Parts per billion","0.513636","1","16","1","Parts per million","0.466667","0.5","8","6"
"3357","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-13","Parts per billion","4","9.3","12","8","Parts per million","0.036917","0.04","0","37","Parts per billion","0.704545","2.4","20","3","Parts per million","0.45","0.5","0","6"
"3361","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-14","Parts per billion","6.704348","22.6","7","21","Parts per million","0.0315","0.043","11","40","Parts per billion","0.65","1","7","1","Parts per million","0.383333","0.4","0","5"
"3365","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-15","Parts per billion","8.2","18.5","6","17","Parts per million","0.023625","0.038","11","35","Parts per billion","0.85","3.4","15","4","Parts per million","0.475","0.6","7","7"
"3369","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-16","Parts per billion","10.452174","28.9","19","26","Parts per million","0.015917","0.032","9","30","Parts per billion","0.854545","1.9","15","1","Parts per million","0.441667","0.6","8","7"
"3373","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-17","Parts per billion","9.03913","20.6","6","19","Parts per million","0.021667","0.035","10","32","Parts per billion","0.763636","1.2","15","1","Parts per million","0.4125","0.6","7","7"
"3377","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-18","Parts per billion","7.669565","14.9","20","13","Parts per million","0.023125","0.03","10","28","Parts per billion","0.509091","0.9","5","0","Parts per million","0.320833","0.4","19","5"
"3381","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-19","Parts per billion","5.46087","13.3","2","12","Parts per million","0.027542","0.036","17","33","Parts per billion","0.836364","2.6","16","3","Parts per million","0.341667","0.4","0","5"
"3385","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-20","Parts per billion","6.826087","11.5","23","10","Parts per million","0.026333","0.03","19","28","Parts per billion","0.572727","1.7","10","1","Parts per million","0.3","0.3","0","3"
"3389","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-21","Parts per billion","6.852174","15.3","9","14","Parts per million","0.034417","0.043","13","40","Parts per billion","0.536364","0.9","5","0","Parts per million","0.316667","0.4","6","5"
"3393","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-22","Parts per billion","6.382609","25.3","5","24","Parts per million","0.027792","0.035","8","32","Parts per billion","0.827273","1.4","6","1","Parts per million","0.404167","0.8","7","9"
"3397","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-23","Parts per billion","7.208696","22.2","22","21","Parts per million","0.019708","0.032","10","30","Parts per billion","0.709091","1.8","13","1","Parts per million","0.266667","0.4","23","5"
"3401","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-24","Parts per billion","11.056522","26.1","7","25","Parts per million","0.017917","0.031","12","29","Parts per billion","1.263636","3.5","9","4","Parts per million","0.4625","0.7","7","8"
"3405","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-25","Parts per billion","12.030435","27.4","5","25","Parts per million","0.021958","0.037","11","34","Parts per billion","1.245455","5.8","13","7","Parts per million","0.425","0.6","6","7"
"3409","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-26","Parts per billion","5.852174","21.7","0","20","Parts per million","0.02425","0.031","7","29","Parts per billion","0.768182","2.6","11","3","Parts per million","0.416667","0.6","2","7"
"3413","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-27","Parts per billion","3.6","11.6","5","10","Parts per million","0.031333","0.04","15","37","Parts per billion","0.731818","1.2","9","1","Parts per million","0.3","0.3","0","3"
"3417","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-28","Parts per billion","2.456522","7.3","5","7","Parts per million","0.035833","0.038","0","35","Parts per billion","0.572727","0.7","5","0","Parts per million","0.2625","0.3","0","3"
"3421","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-29","Parts per billion","7.804348","17.5","21","16","Parts per million","0.026","0.038","11","35","Parts per billion","0.922727","1.6","9","1","Parts per million","0.354167","0.5","8","6"
"3425","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-30","Parts per billion","8.743478","25.6","6","24","Parts per million","0.027125","0.036","9","33","Parts per billion","0.65","0.9","7","0","Parts per million","0.420833","0.5","9","6"
"3429","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-03-31","Parts per billion","8.034783","27","5","25","Parts per million","0.030958","0.038","13","35","Parts per billion","0.740909","1.2","15","1","Parts per million","0.416667","0.5","9","6"
"3433","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-01","Parts per billion","7.078261","18.8","5","17","Parts per million","0.032792","0.038","9","35","Parts per billion","0.972727","3.2","18","4","Parts per million","0.479167","0.5","5","6"
"3437","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-02","Parts per billion","5.708696","10.8","7","9","Parts per million","0.032667","0.034","0","31","Parts per billion","0.804545","2","14","3","Parts per million","0.466667","0.5","0","6"
"3441","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-03","Parts per billion","3.465217","6.1","9","6","Parts per million","0.031167","0.038","11","35","Parts per billion","0.568182","1","19","1","Parts per million","0.45","0.5","0","6"
"3445","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-04","Parts per billion","11.586957","25.9","19","24","Parts per million","0.020875","0.035","10","32","Parts per billion","0.840909","2.6","11","3","Parts per million","0.495833","0.6","7","7"
"3449","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-05","Parts per billion","10.352174","16.3","5","15","Parts per million","0.024833","0.04","10","37","Parts per billion","1.404545","7.8","15","10","Parts per million","0.495833","0.6","1","7"
"3453","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-06","Parts per billion","9.786957","35.2","19","33","Parts per million","0.034292","0.045","10","42","Parts per billion","1.063636","1.8","17","1","Parts per million","0.4875","0.7","20","8"
"3457","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-07","Parts per billion","4.313043","7.4","0","7","Parts per million","0.037167","0.043","0","40","Parts per billion","1.304545","7.2","1","10","Parts per million","0.45","0.7","0","8"
"3461","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-08","Parts per billion","6.869565","21.1","5","20","Parts per million","0.026375","0.03","7","28","Parts per billion","0.845455","2","13","3","Parts per million","0.470833","0.5","7","6"
"3465","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-09","Parts per billion","7.234783","13.1","20","12","Parts per million","0.024625","0.029","23","27","Parts per billion","0.909091","2.8","17","3","Parts per million","0.491667","0.6","21","7"
"3469","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-10","Parts per billion","3.604348","10.2","19","9","Parts per million","0.032167","0.034","20","31","Parts per billion","1.209091","4.2","15","6","Parts per million","0.420833","0.5","0","6"
"3473","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-11","Parts per billion","6.169565","13.5","5","12","Parts per million","0.03175","0.036","8","33","Parts per billion","1.022727","5","16","7","Parts per million","0.32","0.4","0","5"
"3477","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-12","Parts per billion","4.731818","11.8","6","10","Parts per million","0.037087","0.04","10","37","Parts per billion","1.014286","2.1","13","3","Parts per million","0.2","0.2","16","2"
"3481","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-13","Parts per billion","5.680952","13.1","5","12","Parts per million","0.03855","0.041","9","38","Parts per billion","1.571429","5.2","15","7","Parts per million","0.268421","0.3","11","3"
"3485","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-14","Parts per billion","4.33913","15.5","6","14","Parts per million","0.039875","0.044","11","41","Parts per billion","0.327273","0.8","6","0","Parts per million","0.229167","0.3","0","3"
"3489","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-15","Parts per billion","4.447826","13.8","20","12","Parts per million","0.029917","0.04","10","37","Parts per billion","0.163636","0.5","13","0","Parts per million","0.275","0.4","21","5"
"3493","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-16","Parts per billion","9.378261","27.2","20","25","Parts per million","0.02325","0.043","10","40","Parts per billion","1.313636","12.2","16","17","Parts per million","0.395833","0.5","21","6"
"3497","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-17","Parts per billion","9.265217","24.8","21","23","Parts per million","0.03425","0.058","11","61","Parts per billion","0.877273","2","15","3","Parts per million","0.4375","0.5","0","6"
"3501","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-18","Parts per billion","12.021739","20.6","15","19","Parts per million","0.034792","0.055","10","51","Parts per billion","0.945455","7.3","14","10","Parts per million","0.483333","0.5","0","6"
"3505","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-19","Parts per billion","16.304348","24.3","1","23","Parts per million","0.03225","0.042","10","39","Parts per billion","1.118182","4.7","10","6","Parts per million","0.366667","0.5","2","6"
"3509","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-20","Parts per billion","9.543478","31.9","5","29","Parts per million","0.032292","0.044","8","41","Parts per billion","0.813636","3","11","4","Parts per million","0.2375","0.4","6","5"
"3513","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-21","Parts per billion","6.334783","19.8","6","18","Parts per million","0.030583","0.036","16","33","Parts per billion","0.786364","3.7","8","4","Parts per million","0.154167","0.3","10","3"
"3517","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-22","Parts per billion","3.608696","7.9","5","7","Parts per million","0.042083","0.047","8","44","Parts per billion","0.313636","0.8","7","0","Parts per million","0.120833","0.2","10","2"
"3521","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-23","Parts per billion","2.943478","16.6","5","15","Parts per million","0.036917","0.043","7","40","Parts per billion","0.272727","0.9","14","0","Parts per million","0.170833","0.2","5","2"
"3525","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-24","Parts per billion","1.340909","4.4","6","4","Parts per million","0.038417","0.043","12","40","Parts per billion","0.322727","0.6","8","0","Parts per million","0.1","0.1","0","1"
"3529","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-25","Parts per billion","3.966667","16.3","22","15","Parts per million","0.031125","0.041","0","38","Parts per billion","0.475","0.6","6","0","Parts per million","0.108333","0.2","22","2"
"3533","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-26","Parts per billion","7.595652","19.9","0","18","Parts per million","0.031875","0.043","19","40","Parts per billion","0.563636","1.4","9","1","Parts per million","0.2","0.3","5","3"
"3537","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-27","Parts per billion","4.4","18.2","5","17","Parts per million","0.036167","0.041","11","38","Parts per billion","0.377273","0.9","10","0","Parts per million","0.133333","0.2","6","2"
"3541","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-28","Parts per billion","6.513043","22.4","5","21","Parts per million","0.030708","0.036","11","33","Parts per billion","0.340909","1.2","10","1","Parts per million","0.1625","0.2","9","2"
"3545","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-29","Parts per billion","4.386957","10","9","9","Parts per million","0.034667","0.038","12","35","Parts per billion","0.25","0.4","6","0","Parts per million","0.183333","0.2","0","2"
"3549","6","13","1004","1865 D RUMRILL BLVD, San Pablo","California","Contra Costa","San Pablo","2016-04-30","Parts per billion","2.421739","6.9","23","6","Parts per million","0.036737","0.04","8","37","Parts per billion","0.25","0.4","8","0","Parts per million","0.116667","0.2","20","2"
"3553","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-01","Parts per billion","17.026087","28.2","18","26","Parts per million","0.010333","0.025","10","23","Parts per billion","0.121739","0.4","0","0","Parts per million","0.772222","1.7","6","19"
"3557","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-02","Parts per billion","20.782609","29.7","17","27","Parts per million","0.007333","0.019","9","18","Parts per billion","0.15","0.7","11","0","Parts per million","0.545833","0.7","6","8"
"3561","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-03","Parts per billion","21.869565","37.7","18","35","Parts per million","0.008333","0.024","9","22","Parts per billion","0.095833","0.4","10","0","Parts per million","0.5875","0.7","0","8"
"3565","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-04","Parts per billion","20.730435","25.3","11","24","Parts per million","0.003042","0.007","10","6","Parts per billion","0.13913","0.3","8","0","Parts per million","0.6625","0.9","8","10"
"3569","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-05","Parts per billion","15.186957","28.8","22","26","Parts per million","0.016833","0.023","11","21","Parts per billion","0.004167","0.1","0","0","Parts per million","0.325","0.5","0","6"
"3573","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-06","Parts per billion","8.652174","16","0","15","Parts per million","0.02825","0.031","7","29","Parts per billion","0","0","0","0","Parts per million","0.25","0.4","0","5"
"3577","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-07","Parts per billion","11.513636","23.1","19","22","Parts per million","0.020792","0.034","9","31","Parts per billion","0","0","0","0","Parts per million","0.229167","0.4","22","5"
"3581","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-08","Parts per billion","13.634783","26.4","20","25","Parts per million","0.00875","0.016","11","15","Parts per billion","0","0","0","0","Parts per million","0.345833","0.4","0","5"
"3585","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-09","Parts per billion","11.552174","21.2","23","20","Parts per million","0.016083","0.029","11","27","Parts per billion","0","0","0","0","Parts per million","0.3125","0.5","1","6"
"3589","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-10","Parts per billion","14.478261","24.6","19","23","Parts per million","0.013083","0.032","9","30","Parts per billion","0","0","0","0","Parts per million","0.383333","0.6","23","7"
"3593","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-11","Parts per billion","16.763636","28.6","19","26","Parts per million","0.008042","0.024","9","22","Parts per billion","0.086364","0.3","10","0","Parts per million","0.570833","0.9","23","10"
"3597","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-12","Parts per billion","16.682609","30.3","17","28","Parts per million","0.006958","0.015","9","14","Parts per billion","0.041667","0.2","0","0","Parts per million","0.595833","1.1","1","13"
"3601","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-13","Parts per billion","12.36087","29.1","17","27","Parts per million","0.017792","0.028","9","26","Parts per billion","0.06087","0.5","5","0","Parts per million","0.329167","0.5","0","6"
"3605","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-14","Parts per billion","12.226087","17.9","20","16","Parts per million","0.008167","0.011","9","10","Parts per billion","0","0","0","0","Parts per million","0.270833","0.3","0","3"
"3609","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-15","Parts per billion","13.895652","32.6","18","30","Parts per million","0.015","0.034","9","31","Parts per billion","0.03913","0.3","21","0","Parts per million","0.375","1","23","11"
"3613","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-16","Parts per billion","15.417391","33.2","18","31","Parts per million","0.01175","0.031","10","29","Parts per billion","0.025","0.2","20","0","Parts per million","0.525","1","0","11"
"3617","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-17","Parts per billion","11.108696","18.8","0","17","Parts per million","0.016625","0.027","10","25","Parts per billion","0.1","0.6","15","0","Parts per million","0.416667","0.8","0","9"
"3621","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-18","Parts per billion","10.447826","26.4","18","25","Parts per million","0.012958","0.023","9","21","Parts per billion","0.056522","0.6","10","0","Parts per million","0.283333","0.6","22","7"
"3625","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-19","Parts per billion","11.872727","23.6","19","22","Parts per million","0.011792","0.028","9","26","Parts per billion","0","0","0","0","Parts per million","0.379167","0.8","23","9"
"3629","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-20","Parts per billion","10.573913","19.7","20","18","Parts per million","0.008875","0.023","11","21","Parts per billion","0.004348","0.1","5","0","Parts per million","0.491667","0.9","1","10"
"3633","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-21","Parts per billion","12.013043","22.2","17","21","Parts per million","0.004458","0.011","8","10","Parts per billion","0.020833","0.2","15","0","Parts per million","0.4375","0.7","22","8"
"3637","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-22","Parts per billion","13.086957","21.8","15","20","Parts per million","0.011792","0.024","22","22","Parts per billion","0.043478","0.2","4","0","Parts per million","0.379167","0.6","0","7"
"3641","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-23","Parts per billion","5.508696","13","21","12","Parts per million","0.0265","0.035","9","32","Parts per billion","0","0","0","0","Parts per million","0.2125","0.3","0","3"
"3645","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-24","Parts per billion","8.973913","22.6","20","21","Parts per million","0.015125","0.033","10","31","Parts per billion","0.008333","0.1","22","0","Parts per million","0.279167","0.7","23","8"
"3649","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-25","Parts per billion","13.254545","18.3","9","17","Parts per million","0.007792","0.018","10","17","Parts per billion","0.045455","0.2","11","0","Parts per million","0.691667","1.1","3","13"
"3653","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-26","Parts per billion","15.191304","28.6","18","26","Parts per million","0.009375","0.026","9","24","Parts per billion","0.054167","0.2","21","0","Parts per million","0.520833","0.8","22","9"
"3657","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-27","Parts per billion","16.066667","20.4","9","19","Parts per million","0.005708","0.017","10","16","Parts per billion","0.143478","0.3","9","0","Parts per million","0.633333","1","2","11"
"3661","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-30","Parts per billion","13.368421","29.8","21","27","Parts per million","0.018083","0.029","9","27","Parts per billion","0.0125","0.1","4","0","Parts per million","0.333333","0.7","0","8"
"3665","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-01-31","Parts per billion","5.552174","10.5","18","9","Parts per million","0.027667","0.031","5","29","Parts per billion","0","0","0","0","Parts per million","0.275","0.6","0","7"
"3669","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-01","Parts per billion","10.772727","28.2","21","26","Parts per million","0.016667","0.029","9","27","Parts per billion","0","0","0","0","Parts per million","0.225","0.4","22","5"
"3673","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-02","Parts per billion","18.308696","37.6","18","35","Parts per million","0.008625","0.023","10","21","Parts per billion","0.179167","0.5","10","0","Parts per million","0.441667","1","23","11"
"3677","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-03","Parts per billion","20.06087","38.6","20","36","Parts per million","0.01175","0.031","10","29","Parts per billion","0.165217","0.5","16","0","Parts per million","0.8","1.4","2","16"
"3681","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-04","Parts per billion","19.83913","33.6","19","31","Parts per million","0.009708","0.027","10","25","Parts per billion","0.079167","0.2","9","0","Parts per million","0.595833","0.9","4","10"
"3685","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-05","Parts per billion","22.369565","39.4","20","37","Parts per million","0.009375","0.026","10","24","Parts per billion","0.152174","0.3","9","0","Parts per million","0.720833","1.1","23","13"
"3689","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-06","Parts per billion","18.891304","37","19","35","Parts per million","0.011375","0.03","10","28","Parts per billion","0.141667","0.3","14","0","Parts per million","0.716667","1.2","0","14"
"3693","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-07","Parts per billion","18.743478","36.6","19","34","Parts per million","0.014333","0.038","10","35","Parts per billion","0.1375","0.3","13","0","Parts per million","0.7125","1.1","1","13"
"3697","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-08","Parts per billion","22.086364","49.5","19","46","Parts per million","0.013792","0.04","10","37","Parts per billion","0.172727","0.3","10","0","Parts per million","0.720833","1.3","2","15"
"3701","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-09","Parts per billion","21.543478","38.8","19","36","Parts per million","0.013125","0.034","10","31","Parts per billion","0.170833","0.3","10","0","Parts per million","0.7875","1.4","2","16"
"3705","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-10","Parts per billion","19.757895","31.4","19","29","Parts per million","0.004647","0.017","13","16","Parts per billion","0.230435","0.6","13","0","Parts per million","0.454167","0.8","22","9"
"3709","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-11","Parts per billion","21.834783","46.7","19","43","Parts per million","0.013","0.036","10","33","Parts per billion","0.183333","0.6","12","0","Parts per million","0.629167","0.9","0","10"
"3713","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-12","Parts per billion","19.552174","31.5","20","29","Parts per million","0.0125","0.034","10","31","Parts per billion","0.152174","0.3","11","0","Parts per million","0.65","1","2","11"
"3717","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-13","Parts per billion","20.821739","41.6","20","39","Parts per million","0.011208","0.03","10","28","Parts per billion","0.1","0.3","13","0","Parts per million","0.6875","1.1","2","13"
"3721","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-14","Parts per billion","17.117391","36.6","20","34","Parts per million","0.015417","0.038","10","35","Parts per billion","0.108333","0.5","13","0","Parts per million","0.691667","1.2","2","14"
"3725","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-15","Parts per billion","16.591304","37.7","19","35","Parts per million","0.0155","0.041","10","38","Parts per billion","0.065217","0.2","21","0","Parts per million","0.516667","0.9","23","10"
"3729","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-16","Parts per billion","21.390909","53.1","19","50","Parts per million","0.021375","0.048","9","44","Parts per billion","0.191304","0.5","16","0","Parts per million","0.629167","1","0","11"
"3733","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-17","Parts per billion","13.813043","29.7","7","27","Parts per million","0.021208","0.032","21","30","Parts per billion","0.047826","0.2","13","0","Parts per million","0.370833","0.7","0","8"
"3737","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-18","Parts per billion","15.282609","34.8","19","32","Parts per million","0.019042","0.037","9","34","Parts per billion","0.004167","0.1","22","0","Parts per million","0.291667","0.6","23","7"
"3741","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-19","Parts per billion","13.478261","26.2","20","25","Parts per million","0.021375","0.043","10","40","Parts per billion","0.056522","0.2","15","0","Parts per million","0.454167","0.7","1","8"
"3745","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-20","Parts per billion","12.056522","27.7","1","25","Parts per million","0.015583","0.03","11","28","Parts per billion","0.004167","0.1","14","0","Parts per million","0.3375","0.4","0","5"
"3749","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-21","Parts per billion","13.130435","30.4","21","28","Parts per million","0.013708","0.033","10","31","Parts per billion","0.016667","0.1","14","0","Parts per million","0.425","0.6","2","7"
"3753","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-22","Parts per billion","16.395652","32.8","20","30","Parts per million","0.016208","0.035","10","32","Parts per billion","0.047826","0.2","11","0","Parts per million","0.495833","0.7","1","8"
"3757","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-23","Parts per billion","19.604348","47.6","20","44","Parts per million","0.017958","0.044","10","41","Parts per billion","0.116667","0.3","16","0","Parts per million","0.4875","0.7","22","8"
"3761","6","19","11","3727 N FIRST ST, FRESNO","California","Fresno","Fresno","2016-02-24","Parts per billion","15.36087","26","0","25","Parts per million","0.024458","0.048","10","44","Parts per billion","0.165217","0.4","10","0","Parts per million","0.5","0.8","0","9"
